,name,numPixel_noRoad,numPixel_pavedRoad,numPixel_unpavedRoad,sumPixels,relative_noRoad,relative_pavedRoad,relative_unpavedRoad
0,20180419_074323_0c43_3B_0086.tif,260543,0,1601,262144,0.9938926696777344,0.0,0.006107330322265625
1,20170815_005028_0c0b_3B_0064.tif,261980,0,164,262144,0.9993743896484376,0.0,0.0006256103515625
2,20180427_020346_103a_3B_0150.tif,257498,2498,2148,262144,0.9822769165039062,0.00952911376953125,0.0081939697265625
3,20180419_074324_1_0c43_3B_0038.tif,252495,3060,6589,262144,0.9631919860839844,0.0116729736328125,0.025135040283203125
4,20180504_094435_0e19_3B_0177.tif,257466,2507,2171,262144,0.9821548461914062,0.009563446044921877,0.008281707763671875
5,20180419_074324_1_0c43_3B_0026.tif,246210,11792,4142,262144,0.9392166137695312,0.04498291015625,0.01580047607421875
6,20180419_074325_0c43_3B_0057.tif,255770,0,6374,262144,0.9756851196289062,0.0,0.02431488037109375
7,20180724_094554_0e19_3B_0170.tif,261381,0,763,262144,0.997089385986328,0.0,0.002910614013671875
8,20180427_020346_103a_3B_0069.tif,257272,4641,231,262144,0.981414794921875,0.017704010009765625,0.000881195068359375
9,20180419_074324_0c43_3B_0057.tif,255626,918,5600,262144,0.9751358032226562,0.00350189208984375,0.0213623046875
10,20180419_074324_0c43_3B_0098.tif,258486,2041,1617,262144,0.9860458374023438,0.007785797119140625,0.006168365478515625
11,20180427_020504_103c_3B_0115.tif,259668,0,2476,262144,0.9905548095703124,0.0,0.0094451904296875
12,20180419_074324_0c43_3B_0056.tif,256348,0,5796,262144,0.9778900146484376,0.0,0.0221099853515625
13,20180419_074323_0c43_3B_0102.tif,259219,0,2925,262144,0.9888420104980468,0.0,0.011157989501953123
14,20180419_074323_0c43_3B_0068.tif,254223,2983,4938,262144,0.9697837829589844,0.011379241943359377,0.01883697509765625
15,20180310_020202_1040_3B_0020.tif,258161,0,3983,262144,0.9848060607910156,0.0,0.015193939208984375
16,20180419_074325_0c43_3B_0005.tif,255056,894,6194,262144,0.97296142578125,0.00341033935546875,0.02362823486328125
17,20180606_020625_0f1b_3B_0034.tif,259088,2686,370,262144,0.98834228515625,0.01024627685546875,0.00141143798828125
18,20180310_020202_1040_3B_0089.tif,258442,2738,964,262144,0.9858779907226562,0.01044464111328125,0.0036773681640625
19,20180504_094435_0e19_3B_0076.tif,246236,10474,5434,262144,0.9393157958984376,0.03995513916015625,0.02072906494140625
20,20180427_020503_103c_3B_0039.tif,261347,0,797,262144,0.9969596862792968,0.0,0.003040313720703125
21,20170815_005030_0c0b_3B_0079.tif,259871,2273,0,262144,0.9913291931152344,0.008670806884765625,0.0
22,20180419_074324_1_0c43_3B_0020.tif,251353,4934,5857,262144,0.9588356018066406,0.01882171630859375,0.022342681884765625
23,20180419_074324_1_0c43_3B_0083.tif,260327,0,1817,262144,0.9930686950683594,0.0,0.006931304931640625
24,20180419_074323_0c43_3B_0065.tif,256335,38,5771,262144,0.9778404235839844,0.00014495849609375,0.022014617919921875
25,20180427_020504_103c_3B_0081.tif,257121,0,5023,262144,0.9808387756347656,0.0,0.01916122436523437
26,20180427_020347_103a_3B_0166.tif,260641,0,1503,262144,0.9942665100097656,0.0,0.005733489990234375
27,20180427_020346_103a_3B_0050.tif,260871,0,1273,262144,0.9951438903808594,0.0,0.004856109619140625
28,20180606_020625_0f1b_3B_0023.tif,260587,922,635,262144,0.994060516357422,0.00351715087890625,0.002422332763671875
29,20180504_094435_0e19_3B_0185.tif,251419,2088,8637,262144,0.959087371826172,0.007965087890625,0.032947540283203125
30,20180724_094554_0e19_3B_0069.tif,253603,620,7921,262144,0.9674186706542968,0.0023651123046875,0.030216217041015625
31,20180427_020504_103c_3B_0012.tif,260075,0,2069,262144,0.992107391357422,0.0,0.007892608642578125
32,20180427_020346_103a_3B_0088.tif,260997,0,1147,262144,0.995624542236328,0.0,0.004375457763671875
33,20180419_074324_1_0c43_3B_0101.tif,259924,0,2220,262144,0.9915313720703124,0.0,0.0084686279296875
34,20180419_074323_0c43_3B_0003.tif,257276,0,4868,262144,0.9814300537109376,0.0,0.0185699462890625
35,20170815_005030_0c0b_3B_0089.tif,258394,2838,912,262144,0.9856948852539062,0.01082611083984375,0.00347900390625
36,20180427_020502_103c_3B_0112.tif,260611,0,1533,262144,0.9941520690917968,0.0,0.005847930908203125
37,20180310_020202_1040_3B_0182.tif,257390,0,4754,262144,0.9818649291992188,0.0,0.01813507080078125
38,20180419_074323_0c43_3B_0006.tif,257212,672,4260,262144,0.9811859130859376,0.0025634765625,0.0162506103515625
39,20171013_232848_0c46_3B_0009.tif,261456,0,688,262144,0.99737548828125,0.0,0.00262451171875
40,20180427_020347_103a_3B_0144.tif,258109,0,4035,262144,0.9846076965332032,0.0,0.015392303466796875
41,20180427_020504_103c_3B_0076.tif,260124,1637,383,262144,0.9922943115234376,0.006244659423828125,0.001461029052734375
42,20180427_020501_103c_3B_0066.tif,260802,0,1342,262144,0.9948806762695312,0.0,0.00511932373046875
43,20180427_020347_103a_3B_0202.tif,258292,1537,2315,262144,0.9853057861328124,0.005863189697265625,0.008831024169921875
44,20180419_074324_1_0c43_3B_0053.tif,252028,3266,6850,262144,0.9614105224609376,0.01245880126953125,0.02613067626953125
45,20180427_020346_103a_3B_0006.tif,262039,0,105,262144,0.9995994567871094,0.0,0.000400543212890625
46,20180427_020347_103a_3B_0134.tif,259269,0,2875,262144,0.989032745361328,0.0,0.010967254638671877
